app_id,student_id,uni_id,program_id,anko_program_type,apply_date,status,decision_days,visa_status,enrollment_date,agent_score
375,247,16,63,1+4,2023-05-27,Rejected,67,N/A,,35
376,247,19,73,6+6,2023-09-20,Enrolled,41,Approved,2024-01-13,20
377,247,12,46,6+6,2023-12-07,Rejected,59,N/A,,43
378,247,38,150,1+4,2024-05-12,Withdrawn,27,N/A,,40
379,250,49,194,6+6,2024-03-20,Enrolled,36,Approved,2024-08-12,41
380,250,10,39,1+4,2023-01-20,Withdrawn,27,N/A,,30
381,251,1,4,1+4,2023-02-23,Withdrawn,26,N/A,,41
382,251,37,148,6+6,2023-07-23,Enrolled,59,Approved,2023-11-22,44
383,251,43,170,6+6,2023-03-25,Enrolled,26,Approved,2023-08-14,52
384,251,12,48,Fall Bachelor,2023-10-08,Enrolled,53,Approved,2024-03-18,46
385,252,16,61,6+6,2023-04-26,Enrolled,21,Approved,2023-08-29,47
386,252,45,180,Fall Bachelor,2023-08-08,Enrolled,44,Pending,2023-11-25,56
387,252,21,81,Fall Bachelor,2023-10-02,Enrolled,58,Approved,2024-02-24,54
388,252,11,43,Fall Bachelor,2023-10-03,Enrolled,52,Approved,2024-01-31,61
389,253,29,116,Fall Bachelor,2024-10-21,Rejected,53,N/A,,38
390,254,13,52,6+6,2024-09-10,Enrolled,35,Approved,2025-01-04,40
391,257,11,44,6+6,2024-05-09,Enrolled,71,Rejected,2024-10-16,31
392,257,46,181,6+6,2024-01-18,Rejected,61,N/A,,39
393,258,7,26,1+4,2023-10-28,Rejected,51,N/A,,39
394,259,5,17,Fall Bachelor,2023-09-01,Enrolled,66,Approved,2024-02-11,48
395,260,6,23,6+6,2023-11-07,Enrolled,54,Approved,2024-03-21,30
396,260,13,50,1+4,2023-11-24,Enrolled,36,Approved,2024-03-02,32
397,260,47,187,1+4,2024-06-07,Enrolled,56,Approved,2024-10-24,39
398,261,23,89,6+6,2023-12-12,Rejected,51,N/A,,15
399,262,32,127,1+4,2023-06-02,Enrolled,54,Approved,2023-10-15,27
400,263,20,79,6+6,2024-05-16,Rejected,65,N/A,,1
401,263,39,153,6+6,2024-01-22,Under Review,59,Pending,,18
402,264,13,52,6+6,2024-04-27,Enrolled,45,Approved,2024-09-21,32
403,265,32,125,1+4,2023-04-18,Enrolled,54,Approved,2023-09-29,33
404,265,40,158,Fall Bachelor,2023-10-22,Enrolled,25,Approved,2024-01-29,29
405,266,41,163,Master/PhD,2023-08-24,Enrolled,49,Approved,2024-02-09,41
406,268,23,90,6+6,2023-07-23,Enrolled,55,Approved,2024-01-14,21
407,268,43,171,Fall Bachelor,2023-08-18,Under Review,36,Pending,,48
408,269,25,97,1+4,2023-11-02,Rejected,43,N/A,,29
409,270,10,40,6+6,2024-02-17,Enrolled,79,Approved,2024-08-30,46
410,270,6,23,6+6,2024-01-20,Rejected,15,N/A,,37
411,270,18,71,Fall Bachelor,2023-09-22,Under Review,67,Pending,,35
412,272,37,145,6+6,2024-01-01,Under Review,72,Pending,,12
413,272,17,68,1+4,2023-12-06,Enrolled,53,Rejected,2024-05-15,16
414,273,20,77,1+4,2023-05-19,Rejected,13,N/A,,29
415,276,42,166,6+6,2023-09-22,Enrolled,20,Approved,2024-01-12,37
416,276,13,50,1+4,2023-10-20,Enrolled,24,Approved,2024-02-26,30
417,276,8,32,1+4,2023-06-12,Rejected,64,N/A,,37
418,277,10,37,1+4,2024-03-05,Withdrawn,54,N/A,,26
419,277,28,109,6+6,2024-05-16,Rejected,11,N/A,,24
420,278,37,146,6+6,2023-09-25,Enrolled,29,Approved,2024-01-02,46
421,280,46,182,6+6,2023-11-09,Rejected,69,N/A,,15
422,281,4,16,6+6,2025-04-27,Rejected,45,N/A,,48
423,281,26,102,Fall Bachelor,2025-05-08,Enrolled,30,Approved,2025-09-23,55
424,282,49,194,6+6,2024-09-26,Enrolled,38,Approved,2025-02-04,18
425,282,24,96,6+6,2024-12-14,Rejected,32,N/A,,38
426,283,38,152,6+6,2024-10-01,Rejected,33,N/A,,7
427,283,13,52,6+6,2024-09-04,Rejected,20,N/A,,17
428,283,23,90,6+6,2024-03-04,Enrolled,62,Approved,2024-08-16,26
429,285,14,54,6+6,2024-06-20,Enrolled,23,Approved,2024-10-19,40
430,287,11,42,6+6,2025-01-28,Accepted,46,Approved,,51
431,288,5,19,1+4,2024-07-29,Enrolled,10,Approved,2024-12-02,23
432,288,27,106,6+6,2024-12-09,Enrolled,32,Approved,2025-03-29,34
433,289,13,52,6+6,2025-01-13,Enrolled,56,Approved,2025-05-23,45
434,290,28,109,6+6,2025-01-06,Enrolled,60,Approved,2025-06-18,42
435,291,40,160,6+6,2024-10-31,Submitted,67,N/A,,43
436,293,48,189,1+4,2024-11-26,Rejected,59,N/A,,69
437,293,47,186,1+4,2025-02-14,Rejected,53,N/A,,43
438,294,43,170,6+6,2024-12-11,Withdrawn,54,N/A,,46
439,294,17,67,1+4,2024-09-26,Enrolled,38,Approved,2025-01-07,51
440,295,19,73,6+6,2025-03-03,Enrolled,69,Approved,2025-08-31,29
441,295,3,12,6+6,2024-12-22,Enrolled,43,Approved,2025-06-03,56
442,295,24,94,1+4,2025-01-24,Rejected,39,N/A,,40
443,296,40,159,Master/PhD,2024-08-27,Enrolled,36,Approved,2025-01-10,53
444,297,2,6,6+6,2024-09-01,Accepted,60,Approved,,45
445,299,7,25,1+4,2025-02-11,Enrolled,19,Approved,2025-06-14,31
446,300,36,144,6+6,2024-10-04,Enrolled,25,Approved,2025-02-13,41
447,300,25,99,6+6,2025-01-28,Enrolled,94,Approved,2025-07-07,38
448,301,34,135,6+6,2025-04-01,Rejected,35,N/A,,29
449,302,4,15,Fall Bachelor,2024-10-13,Enrolled,64,Approved,2025-03-23,40
450,303,33,131,6+6,2024-05-24,Enrolled,99,Approved,2024-11-01,42
451,303,2,5,6+6,2025-02-20,Enrolled,49,Approved,2025-06-12,37
452,303,28,112,Fall Bachelor,2024-09-28,Enrolled,40,Approved,2025-02-01,53
453,304,47,188,6+6,2024-09-10,Withdrawn,38,N/A,,28
454,305,7,25,1+4,2025-03-08,Enrolled,39,Approved,2025-07-12,31
455,305,34,135,6+6,2024-08-28,Accepted,34,Pending,,23
456,306,31,124,1+4,2025-04-09,Enrolled,58,Approved,2025-08-17,34
457,306,5,20,6+6,2025-05-13,Rejected,44,N/A,,32
458,306,32,127,1+4,2025-02-16,Enrolled,60,Approved,2025-07-03,23
459,307,38,150,1+4,2024-12-27,Enrolled,60,Approved,2025-05-10,48
460,307,50,199,6+6,2024-08-21,Enrolled,43,Pending,2024-12-07,58
461,310,10,39,1+4,2024-09-18,Under Review,49,Pending,,35
462,310,37,145,6+6,2025-04-06,Rejected,66,N/A,,33
463,312,13,52,6+6,2024-11-01,Enrolled,59,Approved,2025-03-28,40
464,315,23,90,6+6,2024-09-14,Enrolled,28,Approved,2024-12-17,47
465,315,27,106,6+6,2024-09-12,Rejected,35,N/A,,48
466,316,18,72,6+6,2025-03-03,Withdrawn,27,N/A,,22
467,317,32,126,1+4,2025-05-30,Enrolled,70,Approved,2025-10-24,43
468,318,19,75,6+6,2025-02-20,Submitted,39,N/A,,15
469,318,36,144,6+6,2025-01-03,Rejected,28,N/A,,17
470,318,43,169,6+6,2024-09-22,Rejected,51,N/A,,25
471,319,13,49,1+4,2024-03-26,Rejected,29,N/A,,40
472,319,32,127,1+4,2024-11-08,Enrolled,39,Approved,2025-03-27,54
473,320,10,39,1+4,2025-03-07,Accepted,10,Approved,,45
474,321,47,187,1+4,2025-05-29,Enrolled,33,Approved,2025-09-28,56
475,322,21,84,6+6,2025-05-23,Withdrawn,50,N/A,,49
476,323,12,46,6+6,2024-08-17,Withdrawn,54,N/A,,23
477,323,32,125,1+4,2024-12-04,Rejected,61,N/A,,27
478,324,8,30,Master/PhD,2025-03-08,Enrolled,45,Approved,2025-06-23,31
479,325,8,29,1+4,2024-08-31,Rejected,39,N/A,,35
480,326,50,200,6+6,2025-03-20,Enrolled,67,Approved,2025-08-25,32
481,327,25,98,6+6,2024-09-19,Enrolled,67,Approved,2025-02-08,56
482,328,19,74,1+4,2025-05-15,Enrolled,43,Approved,2025-09-28,33
483,328,47,186,1+4,2025-05-28,Enrolled,31,Approved,2025-09-04,32
484,329,45,180,Fall Bachelor,2024-10-13,Rejected,44,N/A,,25
485,330,47,188,6+6,2025-02-25,Enrolled,36,Approved,2025-06-24,29
486,331,20,79,6+6,2025-04-01,Enrolled,55,Approved,2025-08-24,22
487,331,43,170,6+6,2025-06-06,Rejected,60,N/A,,43
488,331,10,40,6+6,2025-04-17,Rejected,29,N/A,,36
489,333,23,89,6+6,2024-11-30,Enrolled,36,Approved,2025-04-09,35
490,333,32,126,1+4,2024-11-03,Enrolled,56,Approved,2025-03-11,42
491,334,7,28,6+6,2025-03-08,Enrolled,73,Approved,2025-08-12,49
492,335,42,168,1+4,2024-06-11,Under Review,71,Pending,,42
493,335,37,145,6+6,2024-07-26,Enrolled,61,Approved,2025-01-13,30
494,336,11,44,6+6,2024-04-21,Enrolled,29,Rejected,2024-09-07,29
495,336,34,133,1+4,2024-10-06,Enrolled,81,Approved,2025-04-15,21
496,337,10,40,6+6,2025-02-19,Rejected,42,N/A,,29
497,337,2,6,6+6,2025-05-31,Withdrawn,23,N/A,,20
498,337,48,190,6+6,2025-04-14,Submitted,40,N/A,,21
499,337,48,189,1+4,2024-12-25,Rejected,34,N/A,,10
500,338,38,152,6+6,2024-08-25,Accepted,38,Approved,,34
501,339,45,179,6+6,2024-11-07,Enrolled,57,Approved,2025-03-25,50
502,339,5,18,6+6,2024-06-05,Enrolled,63,Approved,2024-11-01,47
503,339,24,95,1+4,2025-04-12,Accepted,61,Approved,,44
504,339,43,169,6+6,2024-09-09,Enrolled,30,Approved,2025-01-18,57
505,340,35,137,1+4,2025-04-11,Enrolled,58,Approved,2025-08-13,35
506,340,49,195,6+6,2025-03-10,Rejected,25,N/A,,33
507,340,44,175,6+6,2025-01-18,Rejected,43,N/A,,37
508,340,13,49,1+4,2025-04-19,Rejected,11,N/A,,29
509,341,43,170,6+6,2024-06-23,Rejected,41,N/A,,33
510,341,12,46,6+6,2024-04-04,Rejected,21,N/A,,27
511,341,2,7,6+6,2024-06-03,Rejected,57,N/A,,33
512,343,38,152,6+6,2024-10-07,Rejected,47,N/A,,38
513,343,44,175,6+6,2024-12-10,Rejected,46,N/A,,35
514,343,2,7,6+6,2024-10-09,Rejected,39,N/A,,57
515,345,26,104,1+4,2024-05-23,Rejected,67,N/A,,20
516,345,32,127,1+4,2024-05-16,Enrolled,67,Approved,2024-11-16,27
517,345,37,147,1+4,2024-07-30,Rejected,12,N/A,,28
518,345,32,125,1+4,2025-01-16,Enrolled,36,Approved,2025-05-06,14
519,346,50,199,6+6,2025-01-10,Rejected,71,N/A,,38
520,347,44,175,6+6,2024-08-17,Submitted,28,N/A,,51
521,347,43,170,6+6,2024-09-18,Enrolled,41,Approved,2025-01-19,45
522,348,9,36,1+4,2024-03-26,Enrolled,36,Pending,2024-07-09,41
523,348,48,190,6+6,2024-04-22,Enrolled,10,Approved,2024-08-30,38
524,350,10,37,1+4,2024-02-26,Enrolled,34,Approved,2024-07-10,21
525,350,13,52,6+6,2024-12-03,Rejected,71,N/A,,27
526,350,48,192,6+6,2024-03-14,Withdrawn,41,N/A,,34
527,351,49,195,6+6,2025-01-21,Rejected,38,N/A,,14
528,352,20,78,6+6,2024-10-19,Accepted,31,Approved,,37
529,353,46,182,6+6,2025-01-27,Enrolled,28,Approved,2025-05-29,56
530,355,38,150,1+4,2025-04-01,Enrolled,40,Approved,2025-09-03,35
531,357,30,120,6+6,2025-03-05,Enrolled,49,Approved,2025-07-21,28
532,357,47,186,1+4,2025-02-04,Withdrawn,38,N/A,,35
533,357,18,69,6+6,2025-04-05,Rejected,80,N/A,,33
534,358,21,84,6+6,2025-01-23,Withdrawn,39,N/A,,38
535,358,20,79,6+6,2025-04-20,Enrolled,48,Approved,2025-08-24,40
536,358,32,127,1+4,2024-12-23,Rejected,34,N/A,,13
537,360,24,96,6+6,2025-05-09,Enrolled,74,Approved,2025-10-24,38
538,361,34,136,Fall Bachelor,2024-09-24,Rejected,28,N/A,,30
539,361,37,147,1+4,2024-08-26,Enrolled,53,Pending,2025-01-11,35
540,362,21,84,6+6,2024-03-16,Enrolled,53,Approved,2024-07-10,42
541,362,4,14,6+6,2024-06-21,Under Review,19,Pending,,52
542,362,26,103,1+4,2024-08-19,Rejected,13,N/A,,38
543,363,4,16,6+6,2024-10-25,Rejected,52,N/A,,54
544,363,4,13,6+6,2024-06-25,Enrolled,34,Rejected,2024-10-11,34
545,364,11,44,6+6,2024-09-16,Enrolled,48,Approved,2025-01-22,41
546,366,6,22,1+4,2024-11-03,Withdrawn,57,N/A,,51
547,367,18,72,6+6,2024-12-05,Withdrawn,78,N/A,,31
548,368,10,40,6+6,2024-05-30,Enrolled,19,Approved,2024-09-30,42
549,369,28,111,1+4,2024-04-08,Rejected,73,N/A,,34
550,369,49,195,6+6,2024-09-18,Submitted,68,N/A,,21
551,369,38,152,6+6,2024-05-07,Enrolled,55,Approved,2024-10-29,32
552,370,49,196,1+4,2025-04-24,Enrolled,92,Approved,2025-10-04,30
553,370,21,84,6+6,2024-07-24,Submitted,26,N/A,,35
554,371,24,94,1+4,2024-04-20,Withdrawn,77,N/A,,43
555,371,44,175,6+6,2024-04-13,Enrolled,66,Approved,2024-09-11,48
556,371,23,90,6+6,2024-05-03,Enrolled,38,Approved,2024-08-20,49
557,371,23,89,6+6,2024-03-06,Rejected,47,N/A,,43
558,373,11,44,6+6,2024-10-28,Enrolled,40,Approved,2025-02-13,47
559,373,38,149,1+4,2024-09-09,Enrolled,73,Approved,2025-02-18,59
560,373,4,14,6+6,2024-10-25,Rejected,33,N/A,,41
561,374,25,99,6+6,2025-02-21,Enrolled,41,Approved,2025-06-17,42
562,375,34,134,Fall Bachelor,2024-08-02,Enrolled,56,Approved,2024-12-20,37
563,376,30,120,6+6,2025-03-17,Enrolled,48,Approved,2025-08-05,38
564,377,8,32,1+4,2025-03-17,Rejected,20,N/A,,35
565,377,19,75,6+6,2024-11-12,Rejected,39,N/A,,48
566,378,10,38,1+4,2024-07-15,Enrolled,45,Approved,2024-11-01,47
567,378,34,133,1+4,2024-08-19,Enrolled,19,Approved,2025-01-04,38
568,378,41,164,6+6,2024-07-07,Enrolled,10,Approved,2024-10-01,42
569,379,7,27,6+6,2024-04-19,Withdrawn,53,N/A,,32
570,379,24,96,6+6,2025-04-02,Enrolled,42,Approved,2025-07-19,36
571,379,9,34,6+6,2024-03-22,Enrolled,79,Approved,2024-09-21,38
572,379,48,192,6+6,2024-07-15,Enrolled,22,Approved,2024-10-07,54
573,382,43,169,6+6,2024-08-19,Enrolled,70,Approved,2025-01-18,12
574,382,11,44,6+6,2024-08-16,Rejected,93,N/A,,23
575,383,23,89,6+6,2024-05-31,Rejected,42,N/A,,19
576,383,29,115,1+4,2024-07-16,Enrolled,38,Approved,2024-10-25,36
577,384,10,40,6+6,2024-07-15,Accepted,74,Approved,,49
578,384,27,107,Master/PhD,2025-03-22,Enrolled,46,Approved,2025-08-05,44
579,385,50,198,6+6,2025-02-11,Enrolled,67,Rejected,2025-07-02,37
580,386,50,198,6+6,2024-12-11,Rejected,99,N/A,,27
581,386,49,196,1+4,2024-08-13,Rejected,10,N/A,,13
582,386,24,96,6+6,2025-05-25,Accepted,47,Approved,,32
583,386,33,131,6+6,2024-10-20,Enrolled,52,Rejected,2025-03-20,39
584,387,39,153,6+6,2024-11-19,Accepted,70,Approved,,41
585,387,12,46,6+6,2024-12-20,Rejected,22,N/A,,37
586,388,31,122,6+6,2024-11-26,Enrolled,63,Approved,2025-04-21,44
587,388,46,181,6+6,2024-09-19,Enrolled,22,Approved,2025-02-06,26
588,389,2,6,6+6,2024-10-03,Enrolled,29,Approved,2025-01-04,40
589,389,22,87,Fall Bachelor,2024-10-11,Enrolled,61,Approved,2025-03-05,53
590,390,31,123,6+6,2025-05-20,Rejected,55,N/A,,42
591,390,32,125,1+4,2025-02-12,Enrolled,45,Approved,2025-06-20,52
592,391,1,3,6+6,2025-02-04,Rejected,44,N/A,,33
593,391,31,122,6+6,2025-04-11,Rejected,38,N/A,,38
594,392,33,130,Fall Bachelor,2025-01-20,Rejected,62,N/A,,34
595,393,25,97,1+4,2024-08-25,Rejected,53,N/A,,29
596,394,3,12,6+6,2024-08-19,Enrolled,10,Approved,2024-11-30,65
597,394,42,166,6+6,2024-10-16,Accepted,37,Approved,,49
598,394,29,113,Fall Bachelor,2024-10-27,Rejected,55,N/A,,62
599,394,42,167,1+4,2024-08-28,Enrolled,78,Approved,2025-03-02,56
600,396,10,39,1+4,2024-11-02,Submitted,53,N/A,,5
601,396,41,164,6+6,2025-03-01,Rejected,42,N/A,,21
602,397,7,26,1+4,2024-11-03,Accepted,35,Approved,,39
603,398,48,192,6+6,2024-05-23,Accepted,24,Approved,,46
604,398,37,147,1+4,2024-06-07,Rejected,49,N/A,,31
605,399,45,180,Fall Bachelor,2024-08-16,Enrolled,53,Approved,2025-01-02,53
606,400,33,131,6+6,2025-03-09,Enrolled,70,Rejected,2025-09-09,23
607,400,18,70,6+6,2024-09-16,Rejected,43,N/A,,31
608,401,5,20,6+6,2025-05-26,Under Review,14,Pending,,31
609,402,5,18,6+6,2025-01-25,Rejected,26,N/A,,31
610,403,18,69,6+6,2024-07-12,Under Review,30,Pending,,43
611,403,24,95,1+4,2024-07-20,Withdrawn,77,N/A,,50
612,404,46,181,6+6,2025-05-24,Enrolled,11,Approved,2025-09-27,53
613,404,22,85,6+6,2025-04-04,Enrolled,19,Rejected,2025-08-20,37
614,406,2,6,6+6,2024-04-15,Rejected,56,N/A,,32
615,406,24,96,6+6,2024-06-08,Enrolled,28,Approved,2024-09-14,42
616,408,23,90,6+6,2024-11-03,Rejected,35,N/A,,24
617,410,6,21,1+4,2024-04-15,Rejected,42,N/A,,48
618,410,4,15,Fall Bachelor,2024-07-24,Rejected,36,N/A,,37
619,411,31,123,6+6,2024-11-18,Enrolled,65,Approved,2025-05-13,55
620,411,3,9,6+6,2024-07-02,Rejected,12,N/A,,38
621,412,17,65,Fall Bachelor,2024-09-02,Enrolled,23,Approved,2024-11-27,41
622,413,42,165,Fall Bachelor,2025-01-05,Rejected,40,N/A,,25
623,413,1,2,Fall Bachelor,2025-03-27,Rejected,10,N/A,,45
624,414,11,44,6+6,2025-02-07,Enrolled,61,Approved,2025-06-29,51
625,415,3,9,6+6,2024-09-23,Rejected,62,N/A,,46
626,416,8,31,Fall Bachelor,2024-10-16,Accepted,42,Approved,,20
627,418,48,191,1+4,2025-01-14,Enrolled,24,Approved,2025-04-30,30
628,419,13,52,6+6,2024-03-13,Enrolled,39,Approved,2024-08-17,62
629,419,36,144,6+6,2024-10-16,Enrolled,40,Approved,2025-02-12,48
630,420,18,72,6+6,2024-12-03,Enrolled,20,Approved,2025-03-25,28
631,421,22,85,6+6,2024-03-15,Under Review,31,Pending,,39
632,421,6,21,1+4,2024-04-18,Rejected,45,N/A,,35
633,421,26,104,1+4,2024-03-01,Rejected,26,N/A,,27
634,421,16,61,6+6,2024-06-11,Enrolled,22,Approved,2024-10-24,20
635,421,42,168,1+4,2025-06-27,Rejected,54,N/A,,28
636,424,25,98,6+6,2025-06-22,Rejected,46,N/A,,37
637,424,40,160,6+6,2024-10-06,Rejected,22,N/A,,24
638,425,1,3,6+6,2024-08-08,Under Review,71,Pending,,40
639,425,19,75,6+6,2025-02-09,Rejected,44,N/A,,27
640,426,4,16,6+6,2024-04-18,Enrolled,51,Approved,2024-08-10,37
641,426,10,39,1+4,2024-03-21,Accepted,70,Approved,,30
642,428,28,112,Fall Bachelor,2024-09-14,Enrolled,22,Pending,2024-12-29,43
643,428,1,2,Fall Bachelor,2024-09-09,Enrolled,71,Pending,2025-02-25,54
644,431,6,21,1+4,2024-10-04,Enrolled,56,Pending,2025-02-23,39
645,431,37,145,6+6,2024-06-02,Enrolled,30,Approved,2024-10-04,49
646,431,19,73,6+6,2024-07-08,Enrolled,33,Approved,2024-10-19,56
647,432,36,144,6+6,2025-02-16,Rejected,35,N/A,,43
648,432,3,9,6+6,2025-04-27,Enrolled,60,Approved,2025-10-17,37
649,433,38,150,1+4,2025-02-21,Withdrawn,48,N/A,,21
650,434,4,13,6+6,2025-06-01,Enrolled,53,Approved,2025-10-07,48
651,434,9,33,6+6,2024-05-22,Accepted,22,Pending,,63
652,434,18,69,6+6,2024-12-25,Accepted,22,Pending,,52
653,437,44,176,6+6,2024-10-03,Rejected,45,N/A,,32
654,437,36,144,6+6,2024-05-14,Rejected,80,N/A,,34
655,438,18,69,6+6,2024-09-13,Rejected,14,N/A,,21
656,439,18,69,6+6,2024-11-05,Enrolled,29,Approved,2025-04-03,32
657,439,44,173,1+4,2024-08-19,Rejected,45,N/A,,32
658,439,37,146,6+6,2024-11-29,Rejected,37,N/A,,26
659,440,28,110,Master/PhD,2025-02-06,Rejected,22,N/A,,50
660,441,44,175,6+6,2024-06-12,Rejected,38,N/A,,20
661,442,2,5,6+6,2024-07-17,Enrolled,45,Approved,2024-12-17,42
662,442,32,125,1+4,2024-07-16,Withdrawn,49,N/A,,41
663,443,24,94,1+4,2024-07-12,Enrolled,49,Approved,2024-11-13,44
664,443,1,1,Fall Bachelor,2024-10-01,Enrolled,10,Approved,2024-12-27,19
665,444,37,148,6+6,2025-03-22,Under Review,79,Pending,,26
666,445,17,66,1+4,2025-04-12,Enrolled,51,Approved,2025-09-08,31
667,446,3,12,6+6,2025-04-15,Enrolled,19,Approved,2025-08-04,42
668,446,21,81,Fall Bachelor,2025-03-26,Enrolled,65,Approved,2025-08-06,53
669,446,48,190,6+6,2025-01-26,Rejected,56,N/A,,53
670,447,48,191,1+4,2024-04-25,Enrolled,62,Approved,2024-10-15,14
671,448,18,70,6+6,2024-08-04,Rejected,55,N/A,,31
672,450,16,61,6+6,2024-06-08,Enrolled,26,Approved,2024-10-16,36
673,450,18,71,Fall Bachelor,2024-08-25,Enrolled,34,Approved,2024-12-22,28
674,451,21,84,6+6,2024-11-17,Rejected,59,N/A,,16
675,452,31,123,6+6,2024-10-07,Enrolled,74,Approved,2025-03-13,51
676,454,3,12,6+6,2025-01-24,Enrolled,64,Approved,2025-06-14,57
677,454,8,32,1+4,2025-02-15,Enrolled,53,Approved,2025-06-21,36
678,456,47,188,6+6,2025-04-06,Enrolled,50,Approved,2025-08-18,31
679,456,12,47,6+6,2025-04-09,Under Review,29,Pending,,17
680,457,44,175,6+6,2024-11-24,Enrolled,28,Approved,2025-03-20,64
681,457,26,104,1+4,2024-12-30,Enrolled,81,Approved,2025-06-30,44
682,457,12,46,6+6,2025-02-12,Accepted,13,Pending,,32
683,458,38,152,6+6,2025-02-01,Withdrawn,44,N/A,,22
684,459,47,188,6+6,2024-11-01,Enrolled,34,Approved,2025-03-17,66
685,459,31,121,1+4,2024-06-15,Enrolled,70,Approved,2024-11-05,51
686,459,44,175,6+6,2024-12-04,Enrolled,32,Approved,2025-04-08,56
687,459,9,33,6+6,2024-05-25,Enrolled,39,Approved,2024-09-25,41
688,460,20,78,6+6,2025-05-26,Enrolled,59,Rejected,2025-10-28,50
689,460,5,18,6+6,2025-03-08,Enrolled,46,Approved,2025-07-13,35
690,461,5,18,6+6,2024-06-02,Rejected,17,N/A,,40
691,462,28,109,6+6,2024-12-07,Enrolled,22,Approved,2025-03-23,38
692,462,34,133,1+4,2025-04-23,Enrolled,23,Approved,2025-07-20,32
693,463,12,46,6+6,2024-05-17,Rejected,66,N/A,,48
694,465,12,45,Fall Bachelor,2025-01-23,Enrolled,47,Approved,2025-06-19,50
695,466,36,144,6+6,2025-03-25,Under Review,32,Pending,,9
696,466,2,6,6+6,2024-09-26,Rejected,55,N/A,,34
697,466,49,195,6+6,2024-12-22,Accepted,24,Approved,,26
698,467,46,183,1+4,2024-07-12,Enrolled,57,Approved,2024-11-29,60
699,467,7,25,1+4,2024-10-21,Enrolled,51,Approved,2025-02-19,32
700,467,4,14,6+6,2025-02-05,Enrolled,54,Approved,2025-07-09,63
701,467,19,73,6+6,2024-12-03,Enrolled,45,Approved,2025-04-01,53
702,468,35,140,6+6,2024-11-09,Withdrawn,45,N/A,,29
703,469,49,195,6+6,2025-03-20,Accepted,10,Approved,,16
704,469,49,194,6+6,2024-09-09,Submitted,24,N/A,,39
705,469,37,145,6+6,2025-04-14,Enrolled,55,Approved,2025-09-26,49
706,470,47,187,1+4,2024-03-05,Accepted,65,Approved,,38
707,471,6,22,1+4,2024-11-08,Rejected,37,N/A,,28
708,471,2,8,1+4,2025-04-26,Rejected,60,N/A,,30
709,472,14,56,1+4,2024-06-02,Enrolled,65,Approved,2024-11-15,30
710,472,49,194,6+6,2024-05-17,Enrolled,37,Approved,2024-10-06,43
711,473,5,18,6+6,2025-03-24,Withdrawn,38,N/A,,46
712,473,34,136,Fall Bachelor,2025-01-20,Rejected,26,N/A,,20
713,474,40,160,6+6,2024-05-04,Rejected,49,N/A,,30
714,475,31,122,6+6,2024-07-05,Rejected,55,N/A,,13
715,475,10,40,6+6,2025-06-16,Submitted,10,N/A,,9
716,477,16,62,1+4,2024-03-01,Under Review,50,Pending,,52
717,477,16,61,6+6,2024-09-26,Enrolled,33,Rejected,2025-02-16,18
718,477,12,45,Fall Bachelor,2024-10-18,Enrolled,55,Approved,2025-04-10,50
719,477,20,79,6+6,2025-03-09,Enrolled,33,Approved,2025-06-11,38
720,477,2,5,6+6,2025-01-02,Enrolled,58,Approved,2025-05-03,38
721,478,25,97,1+4,2024-10-30,Enrolled,26,Pending,2025-03-13,43
722,479,20,80,Master/PhD,2025-02-06,Enrolled,40,Approved,2025-07-04,31
723,479,39,154,Master/PhD,2025-06-08,Accepted,67,Approved,,34
724,480,5,19,1+4,2024-12-13,Enrolled,10,Pending,2025-03-12,54
725,480,11,41,Fall Bachelor,2024-10-16,Enrolled,54,Pending,2025-03-01,52
726,480,9,33,6+6,2024-10-19,Enrolled,36,Approved,2025-01-25,55
727,480,31,122,6+6,2025-01-06,Enrolled,10,Approved,2025-05-10,51
728,481,18,70,6+6,2025-01-05,Under Review,62,Pending,,27
729,481,48,189,1+4,2025-05-26,Rejected,85,N/A,,25
730,482,5,19,1+4,2024-09-07,Enrolled,34,Approved,2025-02-06,58
731,482,38,149,1+4,2024-03-23,Enrolled,59,Approved,2024-09-13,44
732,482,3,9,6+6,2024-04-06,Enrolled,31,Approved,2024-08-29,46
733,482,26,102,Fall Bachelor,2024-05-06,Enrolled,72,Approved,2024-10-07,61
734,483,27,106,6+6,2024-04-24,Withdrawn,39,N/A,,28
735,483,14,55,6+6,2024-07-01,Rejected,18,N/A,,17
736,484,34,136,Fall Bachelor,2024-09-21,Rejected,53,N/A,,23
737,485,8,32,1+4,2024-08-05,Rejected,54,N/A,,40
738,485,7,28,6+6,2024-08-16,Enrolled,28,Approved,2024-12-25,41
739,485,44,173,1+4,2024-10-09,Rejected,72,N/A,,38
740,486,38,149,1+4,2024-10-31,Rejected,22,N/A,,46
741,486,46,184,1+4,2024-11-10,Withdrawn,23,N/A,,37
742,486,37,146,6+6,2024-11-22,Rejected,41,N/A,,52
743,486,50,198,6+6,2024-10-21,Rejected,23,N/A,,39
744,487,27,106,6+6,2024-12-16,Enrolled,29,Approved,2025-05-12,34
745,489,47,186,1+4,2025-02-01,Enrolled,79,Approved,2025-07-24,45
746,489,32,126,1+4,2024-08-18,Rejected,48,N/A,,41
747,491,3,12,6+6,2025-04-23,Enrolled,10,Approved,2025-08-06,30
748,492,49,196,1+4,2025-03-24,Enrolled,44,Approved,2025-07-10,35
